tag_name,category,category_description,steel_grade,size,method,outlier_count,outlier_ratio,risk_level,count,direction,filter_removal_rate,detail_1,detail_2
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D13,IQR,347,5.4508325479107755,caution,6366,lower,11.4726741760534,"Q1=-326.16965, Q3=-317.31645000000003","mean=-322.99, std=8.72"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D13,IQR,711,11.16870876531574,warning,6366,upper,11.4726741760534,"Q1=1280.914, Q3=1289.1432499999999","mean=1286.88, std=10.21"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D13,IQR,708,11.121583411875589,warning,6366,upper,11.4726741760534,"Q1=1278.55625, Q3=1288.63225","mean=1285.88, std=10.80"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,1253,19.682689286836318,danger,6366,lower,11.4726741760534,"Q1=16.83172, Q3=19.99504","mean=16.72, std=6.01"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,1355,21.284951303801446,danger,6366,lower,11.4726741760534,"Q1=30.6908775, Q3=34.99556","mean=29.36, std=10.77"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,1330,20.89224002513352,danger,6366,lower,11.4726741760534,"Q1=30.3987875, Q3=34.9956475","mean=29.50, std=10.46"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,8,0.12566760917373546,normal,6366,upper,11.4726741760534,"Q1=20.0, Q3=20.0","mean=20.07, std=2.26"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,1349,21.190700596921143,danger,6366,upper,11.4726741760534,"Q1=35.0, Q3=42.439585","mean=46.17, std=21.18"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D13,IQR,1341,21.065032987747408,danger,6366,upper,11.4726741760534,"Q1=35.0, Q3=42.909792499999995","mean=46.27, std=21.30"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,B5,D13,IQR,783,12.299717247879359,warning,6366,lower,11.4726741760534,"Q1=1308.6, Q3=1308.6","mean=1307.92, std=6.28"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,B5,D13,IQR,153,2.403393025447691,normal,6366,lower,11.4726741760534,"Q1=1310.88, Q3=1315.08","mean=1311.66, std=5.06"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,190,14.785992217898833,warning,1285,upper,10.701876302988186,"Q1=3.431913, Q3=3.58699","mean=3.59, std=0.30"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,356,7.006494784491242,caution,5081,upper,11.665507649513213,"Q1=4.381454, Q3=4.763147","mean=4.64, std=0.36"
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,0,0.0,normal,1285,balanced,10.701876302988186,"Q1=3.7269, Q3=23.67736","mean=11.55, std=9.19"
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,0,0.0,normal,5081,balanced,11.665507649513213,"Q1=4.65042, Q3=24.99195","mean=12.58, std=8.81"
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,0,0.0,normal,1285,balanced,10.701876302988186,"Q1=4.228607, Q3=22.89842","mean=10.90, std=9.24"
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,0,0.0,normal,1285,balanced,10.701876302988186,"Q1=-32.08711, Q3=2.58382","mean=-12.19, std=16.23"
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,200,15.56420233463035,danger,1285,lower,10.701876302988186,"Q1=22.58578, Q3=22.58587","mean=22.58, std=0.02"
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,836,16.453454044479432,danger,5081,lower,11.665507649513213,"Q1=22.58503, Q3=22.58509","mean=22.57, std=0.37"
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,0,0.0,normal,1285,balanced,10.701876302988186,"Q1=21.55304, Q3=22.58504","mean=22.12, std=0.49"
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,3,0.0590434953749262,normal,5081,lower,11.665507649513213,"Q1=21.54333, Q3=22.58587","mean=22.09, std=0.61"
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,50,3.8910505836575875,normal,1285,lower,10.701876302988186,"Q1=21.46697, Q3=22.58612","mean=21.89, std=0.83"
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D13,IQR,190,14.785992217898833,warning,1285,lower,10.701876302988186,"Q1=21.31314, Q3=21.94076","mean=21.37, std=0.84"
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D16,IQR,1112,17.961557099014698,danger,6191,lower,14.01388888888889,"Q1=-306.5868, Q3=-303.0521","mean=-306.46, std=5.47"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D16,IQR,1079,17.428525278630268,danger,6191,upper,14.01388888888889,"Q1=769.7734499999999, Q3=775.4659","mean=775.78, std=9.80"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,B5,D16,IQR,1094,17.6708124697141,danger,6191,upper,14.01388888888889,"Q1=767.6947, Q3=774.201","mean=774.35, std=11.31"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,1149,18.55919883702148,danger,6191,lower,14.01388888888889,"Q1=16.23416, Q3=19.99504","mean=16.63, std=6.09"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,1109,17.913099660797933,danger,6191,lower,14.01388888888889,"Q1=24.04932, Q3=29.99438","mean=24.85, std=9.40"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,1086,17.541592634469392,danger,6191,lower,14.01388888888889,"Q1=23.76694, Q3=29.99453","mean=24.94, std=9.14"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,26,0.4199644645453077,normal,6191,upper,14.01388888888889,"Q1=20.0, Q3=20.0","mean=20.06, std=1.15"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,1174,18.963010822161202,danger,6191,upper,14.01388888888889,"Q1=30.0, Q3=42.99667","mean=42.79, std=23.87"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,B5,D16,IQR,1104,17.83233726376999,danger,6191,upper,14.01388888888889,"Q1=30.0, Q3=44.32667","mean=42.98, std=24.04"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,B5,D16,IQR,675,10.90292359877241,warning,6191,lower,14.01388888888889,"Q1=799.68, Q3=799.68","mean=799.33, std=2.62"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,B5,D16,IQR,677,10.935228557583589,warning,6191,lower,14.01388888888889,"Q1=802.08, Q3=802.08","mean=801.65, std=2.57"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,556,15.088195386702848,danger,3685,upper,14.699074074074073,"Q1=3.081693, Q3=3.302327","mean=3.41, std=0.61"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,372,15.270935960591133,danger,2436,upper,15.416666666666668,"Q1=3.654047, Q3=3.936257","mean=4.02, std=0.62"
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,559,15.169606512890093,danger,3685,upper,14.699074074074073,"Q1=3.1106, Q3=3.34837","mean=3.61, std=0.98"
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,384,15.763546798029557,danger,2436,upper,15.416666666666668,"Q1=3.821027, Q3=4.03900825","mean=4.31, std=0.95"
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,0,0.0,normal,3685,balanced,14.699074074074073,"Q1=3.61058, Q3=36.87824","mean=15.11, std=16.84"
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,0,0.0,normal,3685,balanced,14.699074074074073,"Q1=-20.00511, Q3=2.265697","mean=-8.13, std=10.72"
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,559,15.169606512890093,danger,3685,lower,14.699074074074073,"Q1=14.66485, Q3=14.66496","mean=14.66, std=0.02"
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,384,15.763546798029557,danger,2436,lower,15.416666666666668,"Q1=14.66526, Q3=14.66539","mean=14.66, std=0.02"
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,583,15.82089552238806,danger,3685,lower,14.699074074074073,"Q1=14.66446, Q3=14.66457","mean=14.65, std=0.03"
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,392,16.091954022988507,danger,2436,lower,15.416666666666668,"Q1=14.66584, Q3=14.66592","mean=14.65, std=0.03"
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,150,4.07055630936228,normal,3685,lower,14.699074074074073,"Q1=13.51035, Q3=14.66521","mean=13.91, std=0.94"
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,IQR,152,4.12483039348711,normal,3685,lower,14.699074074074073,"Q1=13.38339, Q3=14.66483","mean=13.80, std=1.05"
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,IQR,1710,14.177928861620098,warning,12061,lower,16.149888765294772,"Q1=-315.8258, Q3=-310.0782","mean=-314.94, std=11.45"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,IQR,2,0.016582372937567365,normal,12061,lower,16.149888765294772,"Q1=1283.932, Q3=1978.953","mean=1793.32, std=307.84"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,IQR,0,0.0,normal,12061,balanced,16.149888765294772,"Q1=1278.745, Q3=2010.0","mean=1779.77, std=334.91"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,1937,16.060028190033993,danger,12061,lower,16.149888765294772,"Q1=16.44743, Q3=19.99501","mean=16.64, std=6.08"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,0,0.0,normal,12061,balanced,16.149888765294772,"Q1=4.245035, Q3=27.48792","mean=17.47, std=11.41"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,1926,15.968825138877374,danger,12061,lower,16.149888765294772,"Q1=24.99039, Q3=30.30109","mean=24.64, std=8.70"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,7,0.05803830528148578,normal,12061,upper,16.149888765294772,"Q1=20.0, Q3=20.0","mean=20.02, std=1.01"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,0,0.0,normal,12061,balanced,16.149888765294772,"Q1=25.0, Q3=98.85416","mean=57.58, std=34.73"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,IQR,1594,13.216151231241192,warning,12061,upper,16.149888765294772,"Q1=25.0, Q3=44.72833","mean=40.73, std=23.69"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D10,IQR,2,0.016582372937567365,normal,12061,lower,16.149888765294772,"Q1=1289.64, Q3=2014.32","mean=1821.24, std=321.45"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D10,IQR,0,0.0,normal,12061,balanced,16.149888765294772,"Q1=1278.72, Q3=2016.12","mean=1832.90, std=334.43"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,52,2.0791683326669332,normal,2501,upper,13.038942976356049,"Q1=0.0, Q3=3.888013","mean=3.09, std=2.98"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,9560,balanced,16.92735488355926,"Q1=0.0, Q3=5.79178825","mean=3.98, std=2.65"
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=5.12449","mean=3.63, std=2.39"
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,103,1.0774058577405856,normal,9560,upper,16.92735488355926,"Q1=0.0, Q3=6.130153","mean=4.46, std=3.47"
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=10.40725","mean=6.11, std=5.49"
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=-7.776347, Q3=3.115527","mean=-2.01, std=5.35"
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=37.06394","mean=25.91, std=16.95"
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,9560,balanced,16.92735488355926,"Q1=0.0, Q3=37.06504","mean=25.41, std=16.92"
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=37.06495","mean=25.95, std=16.97"
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,9560,balanced,16.92735488355926,"Q1=0.0, Q3=37.06486","mean=25.39, std=16.92"
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=37.06399","mean=24.82, std=16.56"
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,IQR,0,0.0,normal,2501,balanced,13.038942976356049,"Q1=0.0, Q3=37.06383","mean=24.72, std=16.50"
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,IQR,129,3.019662921348315,normal,4272,lower,25.833333333333336,"Q1=-315.7321, Q3=-301.0414","mean=-309.58, std=11.29"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,IQR,2,0.04681647940074907,normal,4272,lower,25.833333333333336,"Q1=1220.155, Q3=1274.956","mean=1246.08, std=38.16"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,IQR,158,3.698501872659176,normal,4272,upper,25.833333333333336,"Q1=1197.062, Q3=1217.5505","mean=1211.04, std=26.97"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,820,19.194756554307116,danger,4272,lower,25.833333333333336,"Q1=16.208927499999998, Q3=19.9949525","mean=15.95, std=6.57"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,0,0.0,normal,4272,balanced,25.833333333333336,"Q1=3.55305175, Q3=39.96804","mean=21.01, std=16.92"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,762,17.837078651685392,danger,4272,lower,25.833333333333336,"Q1=30.143205, Q3=39.966105","mean=29.92, std=12.35"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,0,0.0,normal,4272,balanced,25.833333333333336,"Q1=20.0, Q3=20.0","mean=20.00, std=0.00"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,0,0.0,normal,4272,balanced,25.833333333333336,"Q1=40.0, Q3=100.0","mean=67.66, std=29.89"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D13,IQR,800,18.726591760299627,danger,4272,upper,25.833333333333336,"Q1=35.483955, Q3=45.735","mean=49.61, std=22.06"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D13,IQR,2,0.04681647940074907,normal,4272,lower,25.833333333333336,"Q1=1239.96, Q3=1289.64","mean=1265.22, std=36.13"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D13,IQR,2,0.04681647940074907,normal,4272,lower,25.833333333333336,"Q1=1218.96, Q3=1273.226","mean=1244.70, std=31.29"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,1168,39.28691557349479,critical,2973,balanced,31.180555555555557,"Q1=3.011553, Q3=3.73104","mean=4.91, std=6.70"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,1249,balanced,13.26388888888889,"Q1=0.0, Q3=4.214704","mean=1.81, std=2.18"
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,2973,balanced,31.180555555555557,"Q1=1.478753, Q3=17.29807","mean=8.78, std=9.39"
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,217,17.373899119295437,danger,1249,upper,13.26388888888889,"Q1=0.0, Q3=4.466163","mean=4.93, std=8.22"
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,2973,balanced,31.180555555555557,"Q1=0.0, Q3=14.1868","mean=8.25, std=9.32"
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,2973,balanced,31.180555555555557,"Q1=-23.92005, Q3=2.43285","mean=-9.15, std=15.00"
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,739,24.857046754120418,danger,2973,lower,31.180555555555557,"Q1=21.3821, Q3=22.58585","mean=16.85, std=9.68"
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,1249,balanced,13.26388888888889,"Q1=0.0, Q3=22.58505","mean=9.27, std=11.11"
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,739,24.857046754120418,danger,2973,lower,31.180555555555557,"Q1=21.34002, Q3=22.58518","mean=16.64, std=9.57"
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,0,0.0,normal,1249,balanced,13.26388888888889,"Q1=0.0, Q3=21.96355","mean=9.09, std=10.90"
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,738,24.8234106962664,danger,2973,lower,31.180555555555557,"Q1=19.05815, Q3=22.5844","mean=16.49, std=9.50"
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,IQR,738,24.8234106962664,danger,2973,lower,31.180555555555557,"Q1=18.4901, Q3=21.93961","mean=16.08, std=9.26"
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,IQR,7302,15.734356145492157,danger,46408,lower,21.363697980208755,"Q1=-316.6296, Q3=-309.4968","mean=-313.56, std=19.12"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,IQR,1984,4.275124978451991,normal,46408,lower,21.363697980208755,"Q1=1972.08575, Q3=2081.898","mean=1993.93, std=188.94"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,IQR,1964,4.2320289605240475,normal,46408,lower,21.363697980208755,"Q1=1955.325, Q3=2076.646","mean=1976.83, std=186.53"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,9151,19.71858300293053,danger,46408,lower,21.363697980208755,"Q1=16.4128, Q3=19.99505","mean=16.33, std=6.54"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,0,0.0,normal,46408,balanced,21.363697980208755,"Q1=5.09819375, Q3=27.45494","mean=19.66, std=10.37"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,10549,22.730994656093777,danger,46408,lower,21.363697980208755,"Q1=22.05305, Q3=26.56665","mean=22.16, std=8.12"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,371,0.7994311325633512,normal,46408,upper,21.363697980208755,"Q1=20.0, Q3=20.0","mean=20.33, std=4.36"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,0,0.0,normal,46408,balanced,21.363697980208755,"Q1=25.0, Q3=98.782","mean=48.68, std=32.21"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,IQR,8813,18.990260299948286,danger,46408,upper,21.363697980208755,"Q1=25.0, Q3=35.7625","mean=39.76, std=25.92"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D10,IQR,2000,4.3096017927943455,normal,46408,lower,21.363697980208755,"Q1=2014.32, Q3=2098.92","mean=2027.18, std=187.54"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D10,IQR,1970,4.244957765902431,normal,46408,lower,21.363697980208755,"Q1=2016.12, Q3=2095.8","mean=2026.52, std=190.47"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,6417,32.91950956753706,critical,19493,balanced,24.77520935437811,"Q1=3.83152, Q3=4.754943","mean=5.73, std=5.55"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,6768,25.770094810189235,critical,26263,balanced,20.66277980847657,"Q1=5.455678499999999, Q3=6.122043","mean=5.95, std=4.28"
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,3610,18.519468527163596,danger,19493,lower,24.77520935437811,"Q1=4.4469, Q3=4.96134","mean=4.34, std=2.89"
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,5426,20.660244450367436,danger,26263,lower,20.66277980847657,"Q1=5.791167, Q3=6.36968","mean=5.56, std=3.47"
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,0,0.0,normal,19493,balanced,24.77520935437811,"Q1=4.688113, Q3=13.02096","mean=7.36, std=5.39"
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,208,1.0670497101523624,normal,19493,lower,24.77520935437811,"Q1=-10.05231, Q3=3.071967","mean=-2.71, std=6.72"
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,3691,18.935002308521007,danger,19493,lower,24.77520935437811,"Q1=35.08735, Q3=37.06508","mean=30.47, std=13.43"
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,5406,20.58409168792598,danger,26263,lower,20.66277980847657,"Q1=35.196235, Q3=37.06505","mean=30.35, std=13.51"
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,3721,19.088903709023754,danger,19493,lower,24.77520935437811,"Q1=36.97581, Q3=37.065","mean=30.73, std=13.55"
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,5465,20.80874233712828,danger,26263,lower,20.66277980847657,"Q1=36.96465, Q3=37.06488","mean=30.47, std=13.59"
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,3735,19.1607243625917,danger,19493,lower,24.77520935437811,"Q1=33.33326, Q3=37.06427","mean=29.71, std=13.24"
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,IQR,3740,19.18637459600882,danger,19493,lower,24.77520935437811,"Q1=32.64684, Q3=37.06423","mean=29.54, std=13.21"
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,IQR,510,5.2609861770167115,caution,9694,lower,38.7966412020961,"Q1=-311.12565, Q3=-299.6867","mean=-304.82, std=20.04"
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,IQR,483,4.982463379409944,normal,9694,lower,38.7966412020961,"Q1=1244.79, Q3=1273.739","mean=1247.72, std=94.88"
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,IQR,119,1.2275634413038992,normal,9694,lower,38.7966412020961,"Q1=1195.388, Q3=1237.268","mean=1202.42, std=101.85"
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,0,0.0,normal,9694,balanced,38.7966412020961,"Q1=7.7085745, Q3=19.995","mean=15.25, std=7.44"
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,0,0.0,normal,9694,balanced,38.7966412020961,"Q1=14.92418, Q3=39.9935","mean=28.79, std=14.90"
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,0,0.0,normal,9694,balanced,38.7966412020961,"Q1=15.59568, Q3=39.99106999999999","mean=29.13, std=14.34"
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,142,1.4648236022281824,normal,9694,upper,38.7966412020961,"Q1=20.0, Q3=20.0","mean=20.54, std=5.53"
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,0,0.0,normal,9694,balanced,38.7966412020961,"Q1=35.52917, Q3=62.92833","mean=52.73, std=24.72"
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,IQR,0,0.0,normal,9694,balanced,38.7966412020961,"Q1=35.52917, Q3=63.02","mean=52.82, std=24.80"
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D13,IQR,1969,20.311532906952753,danger,9694,lower,38.7966412020961,"Q1=1293.48, Q3=1296.48","mean=1276.70, std=95.17"
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D13,IQR,440,4.5388900350732415,normal,9694,lower,38.7966412020961,"Q1=1222.56, Q3=1240.44","mean=1228.54, std=103.71"
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,IQR,674,19.742237844171058,danger,3414,upper,40.71887480465359,"Q1=3.3681200000000002, Q3=4.515399","mean=6.91, std=7.14"
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,IQR,366,6.034624896949711,caution,6065,upper,39.8313492063492,"Q1=3.95344, Q3=4.590407","mean=5.08, std=3.88"
